TIMESTAMP,FORECAST,POWER
20131106 16:00,,0.4815434
20131106 17:00,,0.33782896
20131106 18:00,,0.17658743
20131106 19:00,,0.12298167
20131106 20:00,,0.1447886
20131106 21:00,,0.21723574
20131106 22:00,,0.0773765
20131106 23:00,,0.03730193
20131107 0:00,,0.19735771
20131107 1:00,,0.33528587
20131107 2:00,,0.4262751
20131107 3:00,,0.30957982
20131107 4:00,,0.3957813
20131107 5:00,,0.50106007
20131107 6:00,,0.6243652
20131107 7:00,,0.82849437
20131107 8:00,,0.7511382
20131107 9:00,,0.41107208
20131107 10:00,,0.0555843
20131107 11:00,,0.016618308
20131107 12:00,,0.3450548
20131107 13:00,,0.3882732
20131107 14:00,,0.4315519
20131107 15:00,,0.19076061
20131107 16:00,,0.59642744
20131107 17:00,,0.6733634
20131107 18:00,,0.7235789
20131107 19:00,,0.67558134
20131107 20:00,,0.70774806
20131107 21:00,,0.7020338
20131107 22:00,,0.78405726
20131107 23:00,,0.82728964
20131108 0:00,,0.8356206
20131108 1:00,,0.8292499
20131108 2:00,,0.82871026
20131108 3:00,,0.8292573
20131108 4:00,,0.8407392
20131108 5:00,,0.8446297
20131108 6:00,,0.82453984
20131108 7:00,,0.7815805
20131108 8:00,,0.7265124
20131108 9:00,,0.634716
20131108 10:00,,0.535219
20131108 11:00,,0.4526408
20131108 12:00,,0.38105166
20131108 13:00,,0.33443624
20131108 14:00,,0.30619285
20131108 15:00,,0.21308708
20131108 16:00,,0.15632844
20131108 17:00,,0.16455433
20131108 18:00,,0.1943914
20131108 19:00,,0.15266341
20131108 20:00,,0.1401547
20131108 21:00,,0.24691105
20131108 22:00,,0.40471146
20131108 23:00,,0.46306598
20131109 0:00,,0.42126322
20131109 1:00,,0.4200236
20131109 2:00,,0.45063826
20131109 3:00,,0.49997655
20131109 4:00,,0.5597552
20131109 5:00,,0.58847815
20131109 6:00,,0.5951299
20131109 7:00,,0.60666806
20131109 8:00,,0.642411
20131109 9:00,,0.61007154
20131109 10:00,,0.47393802
20131109 11:00,,0.4045522
20131109 12:00,,0.35524723
20131109 13:00,,0.35198274
20131109 14:00,,0.46768835
20131109 15:00,,0.4404258
20131109 16:00,,0.38659075
20131109 17:00,,0.36634555
20131109 18:00,,0.36356917
20131109 19:00,,0.35743165
20131109 20:00,,0.37238726
20131109 21:00,,0.44427708
20131109 22:00,,0.53616947
20131109 23:00,,0.53219897
20131110 0:00,,0.48796052
20131110 1:00,,0.5386184
20131110 2:00,,0.5276
20131110 3:00,,0.50563675
20131110 4:00,,0.5059929
20131110 5:00,,0.5325942
20131110 6:00,,0.5576382
20131110 7:00,,0.5692471
20131110 8:00,,0.5390545
20131110 9:00,,0.3858836
20131110 10:00,,0.3173381
20131110 11:00,,0.38997927
20131110 12:00,,0.5238436
20131110 13:00,,0.44698945
20131110 14:00,,0.39377055
20131110 15:00,,0.35024574
20131110 16:00,,0.30971113
20131110 17:00,,0.26229155
20131110 18:00,,0.2036719
20131110 19:00,,0.15762104
20131110 20:00,,0.1764228
20131110 21:00,,0.23935133
20131110 22:00,,0.27912554
20131110 23:00,,0.4020869
20131111 0:00,,0.43282112
20131111 1:00,,0.37074146
20131111 2:00,,0.37262753
20131111 3:00,,0.42509672
20131111 4:00,,0.4657102
20131111 5:00,,0.4817634
20131111 6:00,,0.49021396
20131111 7:00,,0.5063487
20131111 8:00,,0.4663237
20131111 9:00,,0.26950896
20131111 10:00,,0.1974205
20131111 11:00,,0.35642478
20131111 12:00,,0.39159867
20131111 13:00,,0.2537601
20131111 14:00,,0.17973122
20131111 15:00,,0.10458283
20131111 16:00,,0.07596074
20131111 17:00,,0.072954595
20131111 18:00,,0.074063644
20131111 19:00,,0.07022561
20131111 20:00,,0.063824475
20131111 21:00,,0.11220461
20131111 22:00,,0.16996337
20131111 23:00,,0.30400488
20131112 0:00,,0.3775328
20131112 1:00,,0.42044672
20131112 2:00,,0.43870553
20131112 3:00,,0.48033035
20131112 4:00,,0.4957845
20131112 5:00,,0.51373124
20131112 6:00,,0.54174817
20131112 7:00,,0.56684726
20131112 8:00,,0.6066312
20131112 9:00,,0.60505784
20131112 10:00,,0.53165364
20131112 11:00,,0.43540427
20131112 12:00,,0.35781232
20131112 13:00,,0.2808294
20131112 14:00,,0.22249812
20131112 15:00,,0.17926727
20131112 16:00,,0.14092548
20131112 17:00,,0.12265885
20131112 18:00,,0.11163741
20131112 19:00,,0.09253603
20131112 20:00,,0.06325318
20131112 21:00,,0.19501391
20131112 22:00,,0.09398112
20131112 23:00,,0.0183876
20131113 0:00,,0.015965715
20131113 1:00,,0.01173643
20131113 2:00,,0.016423892
20131113 3:00,,0.07021882
20131113 4:00,,0.17590773
20131113 5:00,,0.25732574
20131113 6:00,,0.31533548
20131113 7:00,,0.34892836
20131113 8:00,,0.37828615
20131113 9:00,,0.37820086
20131113 10:00,,0.5043799
20131113 11:00,,0.47896317
20131113 12:00,,0.35552827
20131113 13:00,,0.27707157
20131113 14:00,,0.3033153
20131113 15:00,,0.39402738
20131113 16:00,,0.3866861
20131113 17:00,,0.35734087
20131113 18:00,,0.33221254
20131113 19:00,,0.33765486
20131113 20:00,,0.35822257
20131113 21:00,,0.39329776
20131113 22:00,,0.3621253
20131113 23:00,,0.23708677
20131114 0:00,,0.08103524
20131114 1:00,,0.021023601
20131114 2:00,,0.20408729
20131114 3:00,,0.41563824
20131114 4:00,,0.5015886
20131114 5:00,,0.48264888
20131114 6:00,,0.40699866
20131114 7:00,,0.33914667
20131114 8:00,,0.27449042
20131114 9:00,,0.118059084
20131114 10:00,,0.15095863
20131114 11:00,,0.25073752
20131114 12:00,,0.52417266
20131114 13:00,,0.59464496
20131114 14:00,,0.5965975
20131114 15:00,,0.5762449
20131114 16:00,,0.50643104
20131114 17:00,,0.45451316
20131114 18:00,,0.5033773
20131114 19:00,,0.51696885
20131114 20:00,,0.51530117
20131114 21:00,,0.5710898
20131114 22:00,,0.61274666
20131114 23:00,,0.65796083
20131115 0:00,,0.6268402
20131115 1:00,,0.48202392
20131115 2:00,,0.2724452
20131115 3:00,,0.020907639
20131115 4:00,,0.012164522
20131115 5:00,,0.013278045
20131115 6:00,,0.01766977
20131115 7:00,,0.015037693
20131115 8:00,,0.05075358
20131115 9:00,,0.027597856
20131115 10:00,,0.0312595
20131115 11:00,,0.07732543
20131115 12:00,,0.20579764
20131115 13:00,,0.46119377
20131115 14:00,,0.6803442
20131115 15:00,,0.6721737
20131115 16:00,,0.6503547
20131115 17:00,,0.61992794
20131115 18:00,,0.59919935
20131115 19:00,,0.5954552
20131115 20:00,,0.6001232
20131115 21:00,,0.5926567
20131115 22:00,,0.61467904
20131115 23:00,,0.56731015
20131116 0:00,,0.49190047
20131116 1:00,,0.27526426
20131116 2:00,,0.18306962
20131116 3:00,,0.19496992
20131116 4:00,,0.23576069
20131116 5:00,,0.32375166
20131116 6:00,,0.41307864
20131116 7:00,,0.47207952
20131116 8:00,,0.49896547
20131116 9:00,,0.42250428
20131116 10:00,,0.3607861
20131116 11:00,,0.36655542
20131116 12:00,,0.4403722
20131116 13:00,,0.42403647
20131116 14:00,,0.38011906
20131116 15:00,,0.32622465
20131116 16:00,,0.26813194
20131116 17:00,,0.24296418
20131116 18:00,,0.24932727
20131116 19:00,,0.25495085
20131116 20:00,,0.27493808
20131116 21:00,,0.36168626
20131116 22:00,,0.428286
20131116 23:00,,0.4435391
20131117 0:00,,0.3837938
20131117 1:00,,0.25200167
20131117 2:00,,0.23748699
20131117 3:00,,0.20839307
20131117 4:00,,0.16891459
20131117 5:00,,0.14734665
20131117 6:00,,0.15829045
20131117 7:00,,0.18108022
20131117 8:00,,0.20490876
20131117 9:00,,0.09808673
20131117 10:00,,0.16295078
20131117 11:00,,0.22153385
20131117 12:00,,0.20694757
20131117 13:00,,0.17876638
20131117 14:00,,0.166348
20131117 15:00,,0.14003725
20131117 16:00,,0.118217856
20131117 17:00,,0.09570067
20131117 18:00,,0.102213785
20131117 19:00,,0.15268403
20131117 20:00,,0.14548065
20131117 21:00,,0.21430618
20131117 22:00,,0.24949527
20131117 23:00,,0.39335197
20131118 0:00,,0.31413993
20131118 1:00,,0.28471413
20131118 2:00,,0.2467955
20131118 3:00,,0.2202609
20131118 4:00,,0.20510805
20131118 5:00,,0.1871128
20131118 6:00,,0.16768488
20131118 7:00,,0.17368701
20131118 8:00,,0.21043
20131118 9:00,,0.20239781
20131118 10:00,,0.19719659
20131118 11:00,,0.1857627
20131118 12:00,,0.013409086
20131118 13:00,,0.2054041
20131118 14:00,,0.16937722
20131118 15:00,,0.18829456
20131118 16:00,,0.25679597
20131118 17:00,,0.30128494
20131118 18:00,,0.31352648
20131118 19:00,,0.31834483
20131118 20:00,,0.32053754
20131118 21:00,,0.4003804
20131118 22:00,,0.43578812
20131118 23:00,,0.5575164
20131119 0:00,,0.6535903
20131119 1:00,,0.5849109
20131119 2:00,,0.52176315
20131119 3:00,,0.46070424
20131119 4:00,,0.4477338
20131119 5:00,,0.42816636
20131119 6:00,,0.41189325
20131119 7:00,,0.4097421
20131119 8:00,,0.31030986
20131119 9:00,,0.08920331
20131119 10:00,,0.4712586
20131119 11:00,,0.38201442
20131119 12:00,,0.37507197
20131119 13:00,,0.49942818
20131119 14:00,,0.5384223
20131119 15:00,,0.34213474
20131119 16:00,,0.42790732
20131119 17:00,,0.41933298
20131119 18:00,,0.3511103
20131119 19:00,,0.24633992
20131119 20:00,,0.31019023
20131119 21:00,,0.23399377
20131119 22:00,,0.32076508
20131119 23:00,,0.3595343
20131120 0:00,,0.43931028
20131120 1:00,,0.13628168
20131120 2:00,,0.13582796
20131120 3:00,,0.28916955
20131120 4:00,,0.4824328
20131120 5:00,,0.5406915
20131120 6:00,,0.5324447
20131120 7:00,,0.5402713
20131120 8:00,,0.5665378
20131120 9:00,,0.74303794
20131120 10:00,,0.6971727
20131120 11:00,,0.5804812
20131120 12:00,,0.4834222
20131120 13:00,,0.3925343
20131120 14:00,,0.36639628
20131120 15:00,,0.35231987
20131120 16:00,,0.3128082
20131120 17:00,,0.21039054
20131120 18:00,,0.21896331
20131120 19:00,,0.22357813
20131120 20:00,,0.2690259
20131120 21:00,,0.37219158
20131120 22:00,,0.33687395
20131120 23:00,,0.3021352
20131121 0:00,,0.24104714
20131121 1:00,,0.12904727
20131121 2:00,,0.22789466
20131121 3:00,,0.33822712
20131121 4:00,,0.40753374
20131121 5:00,,0.44148445
20131121 6:00,,0.46023282
20131121 7:00,,0.4948502
20131121 8:00,,0.5744489
20131121 9:00,,0.587789
20131121 10:00,,0.47871348
20131121 11:00,,0.41679484
20131121 12:00,,0.36583963
20131121 13:00,,0.2988723
20131121 14:00,,0.22171701
20131121 15:00,,0.22769538
20131121 16:00,,0.1690884
20131121 17:00,,0.11623646
20131121 18:00,,0.0902559
20131121 19:00,,0.069859326
20131121 20:00,,0.12147537
20131121 21:00,,0.21490318
20131121 22:00,,0.36723527
20131121 23:00,,0.36237654
20131122 0:00,,0.32649016
20131122 1:00,,0.391144
20131122 2:00,,0.40233186
20131122 3:00,,0.39503485
20131122 4:00,,0.4291636
20131122 5:00,,0.4933969
20131122 6:00,,0.5574593
20131122 7:00,,0.5856976
20131122 8:00,,0.5974037
20131122 9:00,,0.57599765
20131122 10:00,,0.5444586
20131122 11:00,,0.4807432
20131122 12:00,,0.3801581
20131122 13:00,,0.3014104
20131122 14:00,,0.25889495
20131122 15:00,,0.22182262
20131122 16:00,,0.21797536
20131122 17:00,,0.2078184
20131122 18:00,,0.20979214
20131122 19:00,,0.20888293
20131122 20:00,,0.2075587
20131122 21:00,,0.27630582
20131122 22:00,,0.44495496
20131122 23:00,,0.4949508
20131123 0:00,,0.4274458
20131123 1:00,,0.43991852
20131123 2:00,,0.37805742
20131123 3:00,,0.36770564
20131123 4:00,,0.38415238
20131123 5:00,,0.41603795
20131123 6:00,,0.41576102
20131123 7:00,,0.44798383
20131123 8:00,,0.54960847
20131123 9:00,,0.5488634
20131123 10:00,,0.40207604
20131123 11:00,,0.3544031
20131123 12:00,,0.26800203
20131123 13:00,,0.26067522
20131123 14:00,,0.29511508
20131123 15:00,,0.29303855
20131123 16:00,,0.3127343
20131123 17:00,,0.29428032
20131123 18:00,,0.25743264
20131123 19:00,,0.22982267
20131123 20:00,,0.2721366
20131123 21:00,,0.37448665
20131123 22:00,,0.374593
20131123 23:00,,0.30180898
20131124 0:00,,0.22367445
20131124 1:00,,0.06432566
20131124 2:00,,0.021169784
20131124 3:00,,0.048004657
20131124 4:00,,0.095966235
20131124 5:00,,0.14048144
20131124 6:00,,0.1806283
20131124 7:00,,0.21882233
20131124 8:00,,0.23092368
20131124 9:00,,0.226412
20131124 10:00,,0.2500708
20131124 11:00,,0.34535453
20131124 12:00,,0.40190673
20131124 13:00,,0.4499933
20131124 14:00,,0.4537184
20131124 15:00,,0.42969635
20131124 16:00,,0.3927838
20131124 17:00,,0.36353767
20131124 18:00,,0.3338858
20131124 19:00,,0.3345556
20131124 20:00,,0.36015546
20131124 21:00,,0.41997066
20131124 22:00,,0.45647654
20131124 23:00,,0.46217826
20131125 0:00,,0.3664122
20131125 1:00,,0.14874083
20131125 2:00,,0.01951905
20131125 3:00,,0.013814177
20131125 4:00,,0.011653688
20131125 5:00,,0.014127966
20131125 6:00,,0.01716872
20131125 7:00,,0.0153475925
20131125 8:00,,0.01387779
20131125 9:00,,0.021262772
20131125 10:00,,0.2190331
20131125 11:00,,0.34038863
20131125 12:00,,0.2842887
20131125 13:00,,0.31504542
20131125 14:00,,0.37883916
20131125 15:00,,0.4178432
20131125 16:00,,0.42635933
20131125 17:00,,0.4339619
20131125 18:00,,0.42521963
20131125 19:00,,0.41665068
20131125 20:00,,0.37971503
20131125 21:00,,0.4494692
20131125 22:00,,0.48194537
20131125 23:00,,0.4657385
20131126 0:00,,0.33670947
20131126 1:00,,0.072282255
20131126 2:00,,0.020927057
20131126 3:00,,0.018039249
20131126 4:00,,0.018742602
20131126 5:00,,0.03461883
20131126 6:00,,0.08309546
20131126 7:00,,0.13505824
20131126 8:00,,0.18093234
20131126 9:00,,0.1033338
20131126 10:00,,0.1982998
20131126 11:00,,0.3920434
20131126 12:00,,0.5229661
20131126 13:00,,0.4295853
20131126 14:00,,0.44311532
20131126 15:00,,0.47507545
20131126 16:00,,0.51381963
20131126 17:00,,0.5532508
20131126 18:00,,0.55269384
20131126 19:00,,0.54550916
20131126 20:00,,0.55062705
20131126 21:00,,0.62337965
20131126 22:00,,0.6020128
20131126 23:00,,0.6788561
20131127 0:00,,0.7474442
20131127 1:00,,0.6700591
20131127 2:00,,0.62476224
20131127 3:00,,0.61122614
20131127 4:00,,0.6068666
20131127 5:00,,0.5915474
20131127 6:00,,0.5492457
20131127 7:00,,0.4986728
20131127 8:00,,0.41393515
20131127 9:00,,0.065489486
20131127 10:00,,0.1874468
20131127 11:00,,0.53717744
20131127 12:00,,0.4880273
20131127 13:00,,0.42175797
20131127 14:00,,0.32487687
20131127 15:00,,0.044674303
20131127 16:00,,0.014185887
20131127 17:00,,0.016570829
20131127 18:00,,0.016957697
20131127 19:00,,0.01635373
20131127 20:00,,0.015889749
20131127 21:00,,0.019691024
20131127 22:00,,0.47507378
20131127 23:00,,0.68965846
20131128 0:00,,0.7007961
20131128 1:00,,0.4461044
20131128 2:00,,0.6570806
20131128 3:00,,0.47999904
20131128 4:00,,0.49118564
20131128 5:00,,0.585977
20131128 6:00,,0.48971996
20131128 7:00,,0.23661143
20131128 8:00,,0.34474543
20131128 9:00,,0.33773407
20131128 10:00,,0.44708446
20131128 11:00,,0.42981938
20131128 12:00,,0.42473778
20131128 13:00,,0.54379356
20131128 14:00,,0.54273653
20131128 15:00,,0.5140424
20131128 16:00,,0.5387115
20131128 17:00,,0.51353246
20131128 18:00,,0.5586229
20131128 19:00,,0.56834257
20131128 20:00,,0.57562226
20131128 21:00,,0.6506709
20131128 22:00,,0.6811995
20131128 23:00,,0.66400725
20131129 0:00,,0.63009334
20131129 1:00,,0.5751207
20131129 2:00,,0.51254934
20131129 3:00,,0.4913734
20131129 4:00,,0.49581662
20131129 5:00,,0.49495175
20131129 6:00,,0.50479364
20131129 7:00,,0.52867407
20131129 8:00,,0.5587984
20131129 9:00,,0.5177272
20131129 10:00,,0.39111838
20131129 11:00,,0.43195084
20131129 12:00,,0.4993073
20131129 13:00,,0.5574489
20131129 14:00,,0.6000201
20131129 15:00,,0.6356091
20131129 16:00,,0.6404876
20131129 17:00,,0.642853
20131129 18:00,,0.6658397
20131129 19:00,,0.70327353
20131129 20:00,,0.72391754
20131129 21:00,,0.7784967
20131129 22:00,,0.84114414
20131129 23:00,,0.84803885
20131130 0:00,,0.84202194
20131130 1:00,,0.771563
20131130 2:00,,0.7160245
20131130 3:00,,0.6277694
20131130 4:00,,0.58767414
20131130 5:00,,0.571259
20131130 6:00,,0.5564069
20131130 7:00,,0.549843
20131130 8:00,,0.5880632
20131130 9:00,,0.45214874
20131130 10:00,,0.4490694
20131130 11:00,,0.52932745
20131130 12:00,,0.5907261
20131130 13:00,,0.63517857
20131130 14:00,,0.7100428
20131130 15:00,,0.7967517
20131130 16:00,,0.70117694
20131130 17:00,,0.6160358
20131130 18:00,,0.6830304
20131130 19:00,,0.70213914
20131130 20:00,,0.8260078
20131130 21:00,,0.85515004
20131130 22:00,,0.8366279
20131130 23:00,,0.7658155
20131201 0:00,,0.6194698
